name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Honda Mobilio S i DTEC,2016,680000,50000,Diesel,Individual,Manual,First Owner
Hyundai Santa Fe 4WD AT,2014,1000000,80000,Diesel,Individual,Automatic,First Owner
Maruti Alto 800 LXI,2016,260000,45000,Petrol,Individual,Manual,Second Owner
Tata Manza Aura (ABS) Safire BS IV,2010,150000,50000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi BSIII,2008,180000,70000,Petrol,Individual,Manual,Third Owner
Force One EX,2014,346000,37516,Diesel,Individual,Manual,First Owner
Mahindra Xylo D2 BS IV,2015,450000,20000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,500000,5000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 CRDi Asta,2019,700000,8000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,2019,280000,25880,Petrol,Individual,Manual,First Owner
Hyundai Santro Magna AMT BSIV,2019,475000,10000,Petrol,Individual,Automatic,First Owner
Maruti Swift Dzire VDi,2009,300000,50000,Diesel,Individual,Manual,First Owner
Maruti Alto K10 LXI,2014,200999,40000,Petrol,Individual,Manual,First Owner
Skoda Laura 1.9 TDI MT Ambiente,2009,200000,100000,Diesel,Individual,Manual,Third Owner
Chevrolet Aveo U-VA 1.2 LS,2009,210000,80000,Petrol,Individual,Manual,Second Owner
Tata Indigo LS BSII,2012,160000,110000,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi SX ABS,2009,175000,136000,Diesel,Individual,Manual,Second Owner
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,320000,80000,Diesel,Individual,Manual,First Owner
Maruti Alto LXi,2009,110000,50000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI Minor,2008,300000,30000,Petrol,Individual,Manual,First Owner
Honda City V MT,2012,700000,10000,Petrol,Individual,Manual,First Owner
Tata Indica Vista Aura 1.3 Quadrajet,2009,135000,90000,Diesel,Individual,Manual,Fourth & Above Owner
Mahindra Bolero Power Plus Plus Non AC BSIV PS,2015,500000,110000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2012,550000,120000,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,1050000,90000,Diesel,Individual,Manual,Third Owner
Honda City i VTEC V,2016,500000,20000,Petrol,Individual,Manual,First Owner
Maruti Ritz VDi,2011,180000,90000,Diesel,Individual,Manual,Second Owner
Hyundai Santro Xing GLS,2010,170000,50000,Petrol,Individual,Manual,Second Owner
Honda Brio 1.2 S Option MT,2019,484999,9000,Petrol,Individual,Manual,First Owner
Maruti A-Star Vxi,2011,150000,70000,Petrol,Individual,Manual,Second Owner
Maruti Alto K10 VXI Airbag,2018,380000,25000,Petrol,Individual,Manual,First Owner
Hyundai Santro Sportz BSIV,2019,480000,10000,Petrol,Individual,Manual,First Owner
Tata Indica Vista Aura 1.3 Quadrajet,2009,135000,90000,Diesel,Individual,Manual,Fourth & Above Owner
Volkswagen Polo Diesel Highline 1.2L,2011,290000,60000,Diesel,Individual,Manual,Second Owner
Fiat Linea Dynamic,2013,350000,70000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2014,110000,25000,Petrol,Individual,Manual,First Owner
Hyundai Santro LE zipPlus,2003,70000,80000,Petrol,Individual,Manual,Third Owner
Volkswagen Vento Petrol Highline AT,2011,300000,70000,Petrol,Individual,Automatic,Third Owner
Maruti Alto 800 LX,2017,180000,60000,Petrol,Individual,Manual,First Owner
Renault KWID RXL,2020,300000,20000,Petrol,Individual,Manual,First Owner
Maruti Baleno Delta 1.2,2017,509000,60000,Petrol,Individual,Manual,First Owner
Maruti SX4 S Cross DDiS 320 Zeta,2016,650000,80000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2015,450000,70000,Diesel,Individual,Manual,Third Owner
Mahindra Jeep Classic,1999,170000,2020,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio 2.6 Turbo 7 Str,2007,210000,100000,Diesel,Individual,Manual,Second Owner
Hyundai i20 Asta 1.4 CRDi,2013,360000,80000,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2011,495000,120000,Diesel,Individual,Manual,Second Owner
Maruti Alto LX,2006,105000,100000,Petrol,Individual,Manual,Third Owner
Hyundai i20 Magna,2010,270000,60000,Petrol,Individual,Manual,Third Owner
Ford Figo Petrol LXI,2010,130000,110000,Petrol,Individual,Manual,First Owner
Honda City i DTEC S,2014,700000,90000,Diesel,Individual,Manual,Second Owner
Chevrolet Cruze LTZ,2012,400000,40000,Diesel,Individual,Manual,First Owner
Maruti Swift ZXI ABS,2009,250000,60000,Petrol,Individual,Manual,Second Owner
Honda Amaze VX i-DTEC,2013,325000,94000,Diesel,Individual,Manual,Second Owner
Maruti Alto LXi,2008,69000,100000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio S11 BSIV,2018,1380000,25000,Diesel,Individual,Manual,First Owner
Maruti Zen Estilo VXI BSIII,2007,90000,90000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W6 1.99 mHawk,2016,1000000,40000,Diesel,Individual,Manual,First Owner
Hyundai Accent GLE CNG,2010,145000,90000,CNG,Individual,Manual,Second Owner
Maruti Alto K10 LX,2020,250000,1100,Petrol,Individual,Manual,Fourth & Above Owner
Maruti Swift VDI,2011,256000,70000,Diesel,Individual,Manual,Third Owner
Tata Indica DLS,2005,70000,120000,Diesel,Individual,Manual,First Owner
